serie_id	instrumento	dominio	conducta	conducta_texto	eje	segmento	unidad	ola	calc	result_p	result_lo	result_hi	par_con_anterior	cita_par	marca_2020	nota
ENOE-EMPLEO-INFORMAL-ENTIDAD-25	ENOE	trabajo	empleo_informal	ENOE PISOS :: empleo_informal	entidad	25	proporcion_0_1	2016T3	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2016T3/punto	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2016T3/ic95_lo	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2016T3/ic95_hi	COMPARABLE	forense/prereg-caja/ENOE-PERSISTENCIA-spec-v1_0.md §universo: '12 conductas comparables dentro de era' (era=clasica)	NO	CELDA-DE-TABLA | SIN-COVARIANZA-LONGITUDINAL | era=clasica calidad=ALTA
ENOE-EMPLEO-INFORMAL-ENTIDAD-25	ENOE	trabajo	empleo_informal	ENOE PISOS :: empleo_informal	entidad	25	proporcion_0_1	2016T4	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2016T4/punto	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2016T4/ic95_lo	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2016T4/ic95_hi	COMPARABLE	forense/prereg-caja/ENOE-PERSISTENCIA-spec-v1_0.md §universo: '12 conductas comparables dentro de era' (era=clasica)	NO	CELDA-DE-TABLA | SIN-COVARIANZA-LONGITUDINAL | era=clasica calidad=ALTA
ENOE-EMPLEO-INFORMAL-ENTIDAD-25	ENOE	trabajo	empleo_informal	ENOE PISOS :: empleo_informal	entidad	25	proporcion_0_1	2017T1	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2017T1/punto	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2017T1/ic95_lo	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2017T1/ic95_hi	COMPARABLE	forense/prereg-caja/ENOE-PERSISTENCIA-spec-v1_0.md §universo: '12 conductas comparables dentro de era' (era=clasica)	NO	CELDA-DE-TABLA | SIN-COVARIANZA-LONGITUDINAL | era=clasica calidad=ALTA
ENOE-EMPLEO-INFORMAL-ENTIDAD-25	ENOE	trabajo	empleo_informal	ENOE PISOS :: empleo_informal	entidad	25	proporcion_0_1	2017T2	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2017T2/punto	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2017T2/ic95_lo	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2017T2/ic95_hi	COMPARABLE	forense/prereg-caja/ENOE-PERSISTENCIA-spec-v1_0.md §universo: '12 conductas comparables dentro de era' (era=clasica)	NO	CELDA-DE-TABLA | SIN-COVARIANZA-LONGITUDINAL | era=clasica calidad=ALTA
ENOE-EMPLEO-INFORMAL-ENTIDAD-25	ENOE	trabajo	empleo_informal	ENOE PISOS :: empleo_informal	entidad	25	proporcion_0_1	2017T3	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2017T3/punto	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2017T3/ic95_lo	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2017T3/ic95_hi	COMPARABLE	forense/prereg-caja/ENOE-PERSISTENCIA-spec-v1_0.md §universo: '12 conductas comparables dentro de era' (era=clasica)	NO	CELDA-DE-TABLA | SIN-COVARIANZA-LONGITUDINAL | era=clasica calidad=ALTA
ENOE-EMPLEO-INFORMAL-ENTIDAD-25	ENOE	trabajo	empleo_informal	ENOE PISOS :: empleo_informal	entidad	25	proporcion_0_1	2017T4	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2017T4/punto	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2017T4/ic95_lo	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2017T4/ic95_hi	COMPARABLE	forense/prereg-caja/ENOE-PERSISTENCIA-spec-v1_0.md §universo: '12 conductas comparables dentro de era' (era=clasica)	NO	CELDA-DE-TABLA | SIN-COVARIANZA-LONGITUDINAL | era=clasica calidad=ALTA
ENOE-EMPLEO-INFORMAL-ENTIDAD-25	ENOE	trabajo	empleo_informal	ENOE PISOS :: empleo_informal	entidad	25	proporcion_0_1	2018T1	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2018T1/punto	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2018T1/ic95_lo	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2018T1/ic95_hi	COMPARABLE	forense/prereg-caja/ENOE-PERSISTENCIA-spec-v1_0.md §universo: '12 conductas comparables dentro de era' (era=clasica)	NO	CELDA-DE-TABLA | SIN-COVARIANZA-LONGITUDINAL | era=clasica calidad=ALTA
ENOE-EMPLEO-INFORMAL-ENTIDAD-25	ENOE	trabajo	empleo_informal	ENOE PISOS :: empleo_informal	entidad	25	proporcion_0_1	2018T2	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2018T2/punto	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2018T2/ic95_lo	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2018T2/ic95_hi	COMPARABLE	forense/prereg-caja/ENOE-PERSISTENCIA-spec-v1_0.md §universo: '12 conductas comparables dentro de era' (era=clasica)	NO	CELDA-DE-TABLA | SIN-COVARIANZA-LONGITUDINAL | era=clasica calidad=ALTA
ENOE-EMPLEO-INFORMAL-ENTIDAD-25	ENOE	trabajo	empleo_informal	ENOE PISOS :: empleo_informal	entidad	25	proporcion_0_1	2018T3	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2018T3/punto	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2018T3/ic95_lo	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2018T3/ic95_hi	COMPARABLE	forense/prereg-caja/ENOE-PERSISTENCIA-spec-v1_0.md §universo: '12 conductas comparables dentro de era' (era=clasica)	NO	CELDA-DE-TABLA | SIN-COVARIANZA-LONGITUDINAL | era=clasica calidad=ALTA
ENOE-EMPLEO-INFORMAL-ENTIDAD-25	ENOE	trabajo	empleo_informal	ENOE PISOS :: empleo_informal	entidad	25	proporcion_0_1	2018T4	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2018T4/punto	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2018T4/ic95_lo	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2018T4/ic95_hi	COMPARABLE	forense/prereg-caja/ENOE-PERSISTENCIA-spec-v1_0.md §universo: '12 conductas comparables dentro de era' (era=clasica)	NO	CELDA-DE-TABLA | SIN-COVARIANZA-LONGITUDINAL | era=clasica calidad=ALTA
ENOE-EMPLEO-INFORMAL-ENTIDAD-25	ENOE	trabajo	empleo_informal	ENOE PISOS :: empleo_informal	entidad	25	proporcion_0_1	2019T1	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2019T1/punto	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2019T1/ic95_lo	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2019T1/ic95_hi	COMPARABLE	forense/prereg-caja/ENOE-PERSISTENCIA-spec-v1_0.md §universo: '12 conductas comparables dentro de era' (era=clasica)	NO	CELDA-DE-TABLA | SIN-COVARIANZA-LONGITUDINAL | era=clasica calidad=ALTA
ENOE-EMPLEO-INFORMAL-ENTIDAD-25	ENOE	trabajo	empleo_informal	ENOE PISOS :: empleo_informal	entidad	25	proporcion_0_1	2019T2	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2019T2/punto	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2019T2/ic95_lo	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2019T2/ic95_hi	COMPARABLE	forense/prereg-caja/ENOE-PERSISTENCIA-spec-v1_0.md §universo: '12 conductas comparables dentro de era' (era=clasica)	NO	CELDA-DE-TABLA | SIN-COVARIANZA-LONGITUDINAL | era=clasica calidad=ALTA
ENOE-EMPLEO-INFORMAL-ENTIDAD-25	ENOE	trabajo	empleo_informal	ENOE PISOS :: empleo_informal	entidad	25	proporcion_0_1	2019T3	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2019T3/punto	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2019T3/ic95_lo	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2019T3/ic95_hi	COMPARABLE	forense/prereg-caja/ENOE-PERSISTENCIA-spec-v1_0.md §universo: '12 conductas comparables dentro de era' (era=clasica)	NO	CELDA-DE-TABLA | SIN-COVARIANZA-LONGITUDINAL | era=clasica calidad=ALTA
ENOE-EMPLEO-INFORMAL-ENTIDAD-25	ENOE	trabajo	empleo_informal	ENOE PISOS :: empleo_informal	entidad	25	proporcion_0_1	2019T4	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2019T4/punto	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2019T4/ic95_lo	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2019T4/ic95_hi	COMPARABLE	forense/prereg-caja/ENOE-PERSISTENCIA-spec-v1_0.md §universo: '12 conductas comparables dentro de era' (era=clasica)	NO	CELDA-DE-TABLA | SIN-COVARIANZA-LONGITUDINAL | era=clasica calidad=ALTA
ENOE-EMPLEO-INFORMAL-ENTIDAD-25	ENOE	trabajo	empleo_informal	ENOE PISOS :: empleo_informal	entidad	25	proporcion_0_1	2020T1	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2020T1/punto	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2020T1/ic95_lo	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2020T1/ic95_hi	COMPARABLE	forense/prereg-caja/ENOE-PERSISTENCIA-spec-v1_0.md §universo: '12 conductas comparables dentro de era' (era=clasica)	SI	CELDA-DE-TABLA | SIN-COVARIANZA-LONGITUDINAL | era=clasica calidad=ALTA
ENOE-EMPLEO-INFORMAL-ENTIDAD-25	ENOE	trabajo	empleo_informal	ENOE PISOS :: empleo_informal	entidad	25	proporcion_0_1	2020T3	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2020T3/punto	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2020T3/ic95_lo	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2020T3/ic95_hi	NO-COMPARABLE	forense/prereg-caja/ENOE-PERSISTENCIA-spec-v1_0.md parametros.separar_eras=true: frontera de era clasica->enoen | forense/prereg-caja/DONDE-CAMBIO-spec-v1_0.md §3: 'ENOE sólo se evalúa dentro de era, con los pares que su spec sellada admite'	SI	CELDA-DE-TABLA | SIN-COVARIANZA-LONGITUDINAL | era=enoen calidad=ALTA
ENOE-EMPLEO-INFORMAL-ENTIDAD-25	ENOE	trabajo	empleo_informal	ENOE PISOS :: empleo_informal	entidad	25	proporcion_0_1	2020T4	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2020T4/punto	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2020T4/ic95_lo	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2020T4/ic95_hi	COMPARABLE	forense/prereg-caja/ENOE-PERSISTENCIA-spec-v1_0.md §universo: '12 conductas comparables dentro de era' (era=enoen)	SI	CELDA-DE-TABLA | SIN-COVARIANZA-LONGITUDINAL | era=enoen calidad=ALTA
ENOE-EMPLEO-INFORMAL-ENTIDAD-25	ENOE	trabajo	empleo_informal	ENOE PISOS :: empleo_informal	entidad	25	proporcion_0_1	2021T1	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2021T1/punto	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2021T1/ic95_lo	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2021T1/ic95_hi	COMPARABLE	forense/prereg-caja/ENOE-PERSISTENCIA-spec-v1_0.md §universo: '12 conductas comparables dentro de era' (era=enoen)	NO	CELDA-DE-TABLA | SIN-COVARIANZA-LONGITUDINAL | era=enoen calidad=ALTA
ENOE-EMPLEO-INFORMAL-ENTIDAD-25	ENOE	trabajo	empleo_informal	ENOE PISOS :: empleo_informal	entidad	25	proporcion_0_1	2021T2	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2021T2/punto	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2021T2/ic95_lo	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2021T2/ic95_hi	COMPARABLE	forense/prereg-caja/ENOE-PERSISTENCIA-spec-v1_0.md §universo: '12 conductas comparables dentro de era' (era=enoen)	NO	CELDA-DE-TABLA | SIN-COVARIANZA-LONGITUDINAL | era=enoen calidad=ALTA
ENOE-EMPLEO-INFORMAL-ENTIDAD-25	ENOE	trabajo	empleo_informal	ENOE PISOS :: empleo_informal	entidad	25	proporcion_0_1	2021T3	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2021T3/punto	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2021T3/ic95_lo	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2021T3/ic95_hi	COMPARABLE	forense/prereg-caja/ENOE-PERSISTENCIA-spec-v1_0.md §universo: '12 conductas comparables dentro de era' (era=enoen)	NO	CELDA-DE-TABLA | SIN-COVARIANZA-LONGITUDINAL | era=enoen calidad=ALTA
ENOE-EMPLEO-INFORMAL-ENTIDAD-25	ENOE	trabajo	empleo_informal	ENOE PISOS :: empleo_informal	entidad	25	proporcion_0_1	2021T4	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2021T4/punto	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2021T4/ic95_lo	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2021T4/ic95_hi	COMPARABLE	forense/prereg-caja/ENOE-PERSISTENCIA-spec-v1_0.md §universo: '12 conductas comparables dentro de era' (era=enoen)	NO	CELDA-DE-TABLA | SIN-COVARIANZA-LONGITUDINAL | era=enoen calidad=ALTA
ENOE-EMPLEO-INFORMAL-ENTIDAD-25	ENOE	trabajo	empleo_informal	ENOE PISOS :: empleo_informal	entidad	25	proporcion_0_1	2022T1	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2022T1/punto	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2022T1/ic95_lo	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2022T1/ic95_hi	COMPARABLE	forense/prereg-caja/ENOE-PERSISTENCIA-spec-v1_0.md §universo: '12 conductas comparables dentro de era' (era=enoen)	NO	CELDA-DE-TABLA | SIN-COVARIANZA-LONGITUDINAL | era=enoen calidad=ALTA
ENOE-EMPLEO-INFORMAL-ENTIDAD-25	ENOE	trabajo	empleo_informal	ENOE PISOS :: empleo_informal	entidad	25	proporcion_0_1	2022T2	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2022T2/punto	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2022T2/ic95_lo	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2022T2/ic95_hi	COMPARABLE	forense/prereg-caja/ENOE-PERSISTENCIA-spec-v1_0.md §universo: '12 conductas comparables dentro de era' (era=enoen)	NO	CELDA-DE-TABLA | SIN-COVARIANZA-LONGITUDINAL | era=enoen calidad=ALTA
ENOE-EMPLEO-INFORMAL-ENTIDAD-25	ENOE	trabajo	empleo_informal	ENOE PISOS :: empleo_informal	entidad	25	proporcion_0_1	2022T3	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2022T3/punto	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2022T3/ic95_lo	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2022T3/ic95_hi	COMPARABLE	forense/prereg-caja/ENOE-PERSISTENCIA-spec-v1_0.md §universo: '12 conductas comparables dentro de era' (era=enoen)	NO	CELDA-DE-TABLA | SIN-COVARIANZA-LONGITUDINAL | era=enoen calidad=ALTA
ENOE-EMPLEO-INFORMAL-ENTIDAD-25	ENOE	trabajo	empleo_informal	ENOE PISOS :: empleo_informal	entidad	25	proporcion_0_1	2022T4	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2022T4/punto	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2022T4/ic95_lo	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2022T4/ic95_hi	COMPARABLE	forense/prereg-caja/ENOE-PERSISTENCIA-spec-v1_0.md §universo: '12 conductas comparables dentro de era' (era=enoen)	NO	CELDA-DE-TABLA | SIN-COVARIANZA-LONGITUDINAL | era=enoen calidad=ALTA
ENOE-EMPLEO-INFORMAL-ENTIDAD-25	ENOE	trabajo	empleo_informal	ENOE PISOS :: empleo_informal	entidad	25	proporcion_0_1	2023T1	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2023T1/punto	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2023T1/ic95_lo	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2023T1/ic95_hi	NO-COMPARABLE	forense/prereg-caja/ENOE-PERSISTENCIA-spec-v1_0.md parametros.separar_eras=true: frontera de era enoen->pos2023 | forense/prereg-caja/DONDE-CAMBIO-spec-v1_0.md §3: 'ENOE sólo se evalúa dentro de era, con los pares que su spec sellada admite'	NO	CELDA-DE-TABLA | SIN-COVARIANZA-LONGITUDINAL | era=pos2023 calidad=ALTA
ENOE-EMPLEO-INFORMAL-ENTIDAD-25	ENOE	trabajo	empleo_informal	ENOE PISOS :: empleo_informal	entidad	25	proporcion_0_1	2023T2	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2023T2/punto	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2023T2/ic95_lo	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2023T2/ic95_hi	COMPARABLE	forense/prereg-caja/ENOE-PERSISTENCIA-spec-v1_0.md §universo: '12 conductas comparables dentro de era' (era=pos2023)	NO	CELDA-DE-TABLA | SIN-COVARIANZA-LONGITUDINAL | era=pos2023 calidad=ALTA
ENOE-EMPLEO-INFORMAL-ENTIDAD-25	ENOE	trabajo	empleo_informal	ENOE PISOS :: empleo_informal	entidad	25	proporcion_0_1	2023T3	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2023T3/punto	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2023T3/ic95_lo	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2023T3/ic95_hi	COMPARABLE	forense/prereg-caja/ENOE-PERSISTENCIA-spec-v1_0.md §universo: '12 conductas comparables dentro de era' (era=pos2023)	NO	CELDA-DE-TABLA | SIN-COVARIANZA-LONGITUDINAL | era=pos2023 calidad=ALTA
ENOE-EMPLEO-INFORMAL-ENTIDAD-25	ENOE	trabajo	empleo_informal	ENOE PISOS :: empleo_informal	entidad	25	proporcion_0_1	2023T4	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2023T4/punto	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2023T4/ic95_lo	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2023T4/ic95_hi	COMPARABLE	forense/prereg-caja/ENOE-PERSISTENCIA-spec-v1_0.md §universo: '12 conductas comparables dentro de era' (era=pos2023)	NO	CELDA-DE-TABLA | SIN-COVARIANZA-LONGITUDINAL | era=pos2023 calidad=ALTA
ENOE-EMPLEO-INFORMAL-ENTIDAD-25	ENOE	trabajo	empleo_informal	ENOE PISOS :: empleo_informal	entidad	25	proporcion_0_1	2024T1	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2024T1/punto	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2024T1/ic95_lo	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2024T1/ic95_hi	COMPARABLE	forense/prereg-caja/ENOE-PERSISTENCIA-spec-v1_0.md §universo: '12 conductas comparables dentro de era' (era=pos2023)	NO	CELDA-DE-TABLA | SIN-COVARIANZA-LONGITUDINAL | era=pos2023 calidad=ALTA
ENOE-EMPLEO-INFORMAL-ENTIDAD-25	ENOE	trabajo	empleo_informal	ENOE PISOS :: empleo_informal	entidad	25	proporcion_0_1	2024T2	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2024T2/punto	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2024T2/ic95_lo	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2024T2/ic95_hi	COMPARABLE	forense/prereg-caja/ENOE-PERSISTENCIA-spec-v1_0.md §universo: '12 conductas comparables dentro de era' (era=pos2023)	NO	CELDA-DE-TABLA | SIN-COVARIANZA-LONGITUDINAL | era=pos2023 calidad=ALTA
ENOE-EMPLEO-INFORMAL-ENTIDAD-25	ENOE	trabajo	empleo_informal	ENOE PISOS :: empleo_informal	entidad	25	proporcion_0_1	2024T3	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2024T3/punto	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2024T3/ic95_lo	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2024T3/ic95_hi	COMPARABLE	forense/prereg-caja/ENOE-PERSISTENCIA-spec-v1_0.md §universo: '12 conductas comparables dentro de era' (era=pos2023)	NO	CELDA-DE-TABLA | SIN-COVARIANZA-LONGITUDINAL | era=pos2023 calidad=ALTA
ENOE-EMPLEO-INFORMAL-ENTIDAD-25	ENOE	trabajo	empleo_informal	ENOE PISOS :: empleo_informal	entidad	25	proporcion_0_1	2024T4	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2024T4/punto	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2024T4/ic95_lo	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2024T4/ic95_hi	COMPARABLE	forense/prereg-caja/ENOE-PERSISTENCIA-spec-v1_0.md §universo: '12 conductas comparables dentro de era' (era=pos2023)	NO	CELDA-DE-TABLA | SIN-COVARIANZA-LONGITUDINAL | era=pos2023 calidad=ALTA
ENOE-EMPLEO-INFORMAL-ENTIDAD-25	ENOE	trabajo	empleo_informal	ENOE PISOS :: empleo_informal	entidad	25	proporcion_0_1	2025T1	CALC-ENOE-PISOS-0003	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2025T1/punto	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2025T1/ic95_lo	RESULT-ENOE-PISOS-TABLA#conducta=empleo_informal&eje=entidad&segmento=25&ola=2025T1/ic95_hi	COMPARABLE	forense/prereg-caja/ENOE-PERSISTENCIA-spec-v1_0.md §universo: '12 conductas comparables dentro de era' (era=pos2023)	NO	CELDA-DE-TABLA | SIN-COVARIANZA-LONGITUDINAL | era=pos2023 calidad=ALTA
